Employee_ID,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,Salary_INR,city,country,EXPERIENCE_LEVEL,SALARY_BAND
EMP0000508,"Courtney Foster",Operations,"Logistics Coordinator",2024-03-16,4,1,Active,On-site,875020,"West Christopherville",Benin,Junior,"Medium (5L-15L)"
EMP0000509,"Julia Brown",Sales,"Account Manager",2018-12-20,2,6,Active,Remote,994472,"New Betty",Guatemala,Mid_level,"Medium (5L-15L)"
EMP0000510,"Nicholas Houston",HR,"HR Executive",2015-10-01,1,9,Terminated,Remote,508210,"East Kaylaborough",Tokelau,Senior,"Medium (5L-15L)"
EMP0000511,"Shelley Harris",IT,"Software Engineer",2021-05-09,1,4,Active,Remote,608157,Bradleystad,"French Polynesia",Mid_level,"Medium (5L-15L)"
EMP0000512,"Nathan Cole",HR,"Talent Acquisition Specialist",2020-05-05,5,5,Active,On-site,787168,Luisborough,Namibia,Mid_level,"Medium (5L-15L)"
EMP0000513,"Cynthia Wolfe",Sales,"Sales Executive",2020-02-01,5,5,Active,Remote,578862,Jessicastad,"French Guiana",Mid_level,"Medium (5L-15L)"
EMP0000514,"Joshua Washington",IT,"Data Analyst",2012-04-03,4,13,Active,On-site,888221,"West Amy",Bermuda,Senior,"Medium (5L-15L)"
EMP0000515,"Jonathan Jones",Operations,"Logistics Coordinator",2022-10-01,3,2,Active,On-site,773200,"Port Jasonton",Nicaragua,Junior,"Medium (5L-15L)"
EMP0000516,"Michael Robbins",Marketing,"Content Strategist",2020-04-09,3,5,Resigned,On-site,853751,"Lake Tiffany",Tonga,Mid_level,"Medium (5L-15L)"
EMP0000517,"Michael Massey",Marketing,"Marketing Executive",2022-12-04,4,2,Active,Remote,987378,"South Charlestown","Turks and Caicos Islands",Junior,"Medium (5L-15L)"
EMP0000518,"Shawn Young",IT,"IT Manager",2020-11-27,5,4,Active,On-site,2410193,"South Melissafurt",Greece,Mid_level,"High (15L-25L"
EMP0000519,"Jason Pugh",HR,"Talent Acquisition Specialist",2011-05-11,2,14,Active,Remote,616967,Victorfort,Tuvalu,Senior,"Medium (5L-15L)"
EMP0000520,"Jeffrey Lawrence",IT,"Software Engineer",2019-12-14,1,5,Retired,On-site,836932,Christopherborough,Greenland,Mid_level,"Medium (5L-15L)"
EMP0000521,"Tracy Williams",Sales,"Sales Executive",2020-12-10,2,4,Retired,Remote,777149,"West Daniel",Kazakhstan,Mid_level,"Medium (5L-15L)"
EMP0000522,"Stephanie Olson",R&D,"Research Scientist",2016-11-27,4,8,Retired,On-site,584417,Shieldsport,Nauru,Senior,"Medium (5L-15L)"
EMP0000523,"Mary Wright DDS",Marketing,"Marketing Executive",2016-05-10,4,9,Resigned,On-site,532983,Singhland,"Isle of Man",Senior,"Medium (5L-15L)"
EMP0000524,"James Hicks",Marketing,"Marketing Executive",2022-12-06,4,2,Resigned,Remote,807589,"Lake Jodiport","Saudi Arabia",Junior,"Medium (5L-15L)"
EMP0000525,"Andre Perry",Sales,"Sales Executive",2021-10-22,2,3,Retired,On-site,888307,"New Donnaland","Wallis and Futuna",Mid_level,"Medium (5L-15L)"
EMP0000526,"Derrick Obrien",Marketing,"Marketing Executive",2020-11-03,2,4,Retired,On-site,410118,Waltersbury,Palau,Mid_level,"Low(below 5L)"
EMP0000527,"Terry Roach",Marketing,"Marketing Executive",2018-02-23,3,7,Resigned,On-site,1105180,Stephanieview,Tunisia,Mid_level,"Medium (5L-15L)"
EMP0000528,"Emily Rice",R&D,"Research Scientist",2019-02-12,1,6,Active,On-site,942420,Michaelfurt,"British Indian Ocean Territory (Chagos Archipelago)",Mid_level,"Medium (5L-15L)"
EMP0000529,"Shannon Murphy",IT,"Software Engineer",2022-06-14,2,3,Active,On-site,1583612,"West Paul",Belize,Mid_level,"High (15L-25L"
EMP0000530,"John Blake",R&D,"Research Scientist",2022-05-28,1,3,Active,On-site,926869,"Lake Thomas",Sudan,Mid_level,"Medium (5L-15L)"
EMP0000531,"Sarah Rowe",Marketing,"Marketing Executive",2025-02-21,1,0,Resigned,Remote,500861,Perezside,Colombia,Junior,"Medium (5L-15L)"
EMP0000532,"Mr. David Huber",Operations,"Operations Executive",2016-02-24,1,9,Active,On-site,965272,Nicholaston,"United States of America",Senior,"Medium (5L-15L)"
EMP0000533,"Audrey Wilcox",IT,"Software Engineer",2016-03-12,2,9,Active,On-site,713292,Travisbury,Austria,Senior,"Medium (5L-15L)"
EMP0000534,"Max Rodriguez",Finance,"Finance Manager",2018-11-05,3,6,Terminated,On-site,2358060,"Port Gwendolynbury","United States Minor Outlying Islands",Mid_level,"High (15L-25L"
EMP0000535,"William Price",Sales,"Sales Executive",2012-03-03,4,13,Active,On-site,551108,"Port Charlesville",Bahrain,Senior,"Medium (5L-15L)"
EMP0000536,"Sarah Barron",Finance,Accountant,2015-10-01,3,9,Active,On-site,746195,"New Tim",Korea,Senior,"Medium (5L-15L)"
EMP0000537,"Susan Brown",Operations,"Operations Executive",2017-09-19,5,7,Active,On-site,901941,"East Andrewshire",Zimbabwe,Mid_level,"Medium (5L-15L)"
EMP0000538,"Maria Gilmore",Sales,"Sales Executive",2023-05-23,1,2,Active,On-site,529645,"West James","Brunei Darussalam",Junior,"Medium (5L-15L)"
EMP0000539,"Ashley Martin",Marketing,"Marketing Executive",2015-10-05,3,9,Resigned,Remote,420586,"North Kristenshire","Kyrgyz Republic",Senior,"Low(below 5L)"
EMP0000540,"Travis Scott",IT,"IT Manager",2017-01-21,5,8,Active,On-site,2314827,"North Crystal","San Marino",Senior,"High (15L-25L"
EMP0000541,"Thomas Miller",Operations,"Operations Executive",2015-09-25,5,9,Active,On-site,638393,Debbiemouth,Guam,Senior,"Medium (5L-15L)"
EMP0000542,"Katherine Barajas DDS",HR,"HR Executive",2022-05-07,4,3,Active,Remote,799258,Maxwellview,"Saint Martin",Mid_level,"Medium (5L-15L)"
EMP0000543,"Patrick Thomas",Finance,Accountant,2020-08-02,1,5,Active,Remote,690080,"New Nathan",Bhutan,Mid_level,"Medium (5L-15L)"
EMP0000544,"Michelle Chapman",IT,"Data Analyst",2021-11-28,5,3,Active,On-site,1082561,"Lake Josephmouth",Uruguay,Mid_level,"Medium (5L-15L)"
EMP0000545,"Dorothy Keith",Operations,"Operations Executive",2019-02-07,3,6,Resigned,Remote,483134,Browntown,Cuba,Mid_level,"Low(below 5L)"
EMP0000546,"Crystal Hubbard",IT,"Data Analyst",2015-08-19,2,9,Active,On-site,729960,Anthonyfort,"Pitcairn Islands",Senior,"Medium (5L-15L)"
EMP0000547,"Caitlyn Snyder",IT,"Software Engineer",2024-11-22,4,0,Resigned,On-site,965761,"North Kristy",Lithuania,Junior,"Medium (5L-15L)"
EMP0000548,"Christie Garcia",Operations,"Operations Executive",2020-11-05,1,4,Active,Remote,511584,Michaelburgh,Turkmenistan,Mid_level,"Medium (5L-15L)"
EMP0000549,"Brian Benton",Operations,"Operations Executive",2024-04-22,3,1,Resigned,On-site,959493,"West Gerald",Armenia,Junior,"Medium (5L-15L)"
EMP0000550,"Kellie Owens",Finance,Accountant,2014-07-29,5,11,Active,On-site,759211,Bergerhaven,Tuvalu,Senior,"Medium (5L-15L)"
EMP0000551,"Debra Hill",IT,"Software Engineer",2025-08-11,1,0,Active,On-site,1246926,"Port Margaretstad","Svalbard & Jan Mayen Islands",Junior,"Medium (5L-15L)"
EMP0000552,"Alicia Allen",R&D,"Research Scientist",2020-01-16,4,5,Active,On-site,520795,Stephanieview,Fiji,Mid_level,"Medium (5L-15L)"
EMP0000553,"Travis Ortiz",IT,"DevOps Engineer",2017-04-02,3,8,Resigned,Remote,813040,Lindseymouth,Niue,Senior,"Medium (5L-15L)"
EMP0000554,"Jessica Jones",R&D,"Lab Technician",2020-12-18,5,4,Retired,On-site,426777,Johnmouth,Madagascar,Mid_level,"Low(below 5L)"
EMP0000555,"Dustin Martinez",IT,"Data Analyst",2013-07-30,2,12,Active,Remote,468628,"East Kevinbury",Korea,Senior,"Low(below 5L)"
EMP0000556,"Gina Rodriguez",IT,"Software Engineer",2016-07-30,3,9,Active,Remote,1223707,Mirandamouth,"United Kingdom",Senior,"Medium (5L-15L)"
EMP0000557,"David Smith",Finance,"Financial Analyst",2025-06-02,5,0,Active,On-site,655049,"North Alisha",Macao,Junior,"Medium (5L-15L)"
EMP0000558,"Laurie Smith",Finance,Accountant,2023-01-19,5,2,Resigned,Remote,541896,Smithmouth,France,Junior,"Medium (5L-15L)"
EMP0000559,"Lance Long",HR,"HR Executive",2020-12-23,1,4,Active,Remote,446969,Turnerborough,Gabon,Mid_level,"Low(below 5L)"
EMP0000560,"Mary Ramirez",Sales,"Sales Executive",2022-08-07,1,3,Active,Remote,424987,"North Mathew",Dominica,Mid_level,"Low(below 5L)"
EMP0000561,"Jessica George",HR,"HR Executive",2017-06-26,5,8,Active,On-site,301957,Wellsbury,Guatemala,Senior,"Low(below 5L)"
EMP0000562,"Angel Boyd",IT,"Data Analyst",2025-01-12,4,0,Resigned,Remote,1111837,Douglasstad,Turkey,Junior,"Medium (5L-15L)"
EMP0000563,"Shaun Riddle",IT,"Software Engineer",2010-09-03,2,14,Active,Remote,1140465,Huffmanhaven,Senegal,Senior,"Medium (5L-15L)"
EMP0000564,"Kristin Taylor",IT,"Data Analyst",2021-02-20,1,4,Active,On-site,913646,Solomonborough,Mauritania,Mid_level,"Medium (5L-15L)"
EMP0000565,"David Richardson",Operations,"Operations Executive",2020-07-01,5,5,Resigned,On-site,1058264,Benjaminton,"Kyrgyz Republic",Mid_level,"Medium (5L-15L)"
EMP0000566,"Christopher Lowe",Operations,"Operations Executive",2023-09-14,5,1,Active,Remote,937036,"West Rebeccamouth",Madagascar,Junior,"Medium (5L-15L)"
EMP0000567,"Mr. James Rojas MD",Sales,"Business Development Manager",2016-10-21,2,8,Active,On-site,1010763,Smithborough,India,Senior,"Medium (5L-15L)"
EMP0000568,"Joe Elliott",Sales,"Sales Executive",2016-06-21,2,9,Active,On-site,844211,"Lake Brandon",Guyana,Senior,"Medium (5L-15L)"
EMP0000569,"Lori Cuevas",IT,"Data Analyst",2022-02-22,5,3,Active,On-site,633204,Claytonview,Ukraine,Mid_level,"Medium (5L-15L)"
EMP0000570,"Tamara Morales",Sales,"Business Development Manager",2011-11-13,3,13,Terminated,Remote,1679535,Kimberlychester,Azerbaijan,Senior,"High (15L-25L"
EMP0000571,"Daniel Rodriguez Jr.",IT,"Data Analyst",2016-10-03,4,8,Active,On-site,443899,"New Tracy",Ethiopia,Senior,"Low(below 5L)"
EMP0000572,"Laura Garcia",Sales,"Business Development Manager",2021-06-09,3,4,Active,On-site,1326925,Whiteport,Serbia,Mid_level,"Medium (5L-15L)"
EMP0000573,"Kevin Munoz",IT,"IT Manager",2018-07-17,5,7,Resigned,Remote,1290227,Harperport,Korea,Mid_level,"Medium (5L-15L)"
EMP0000574,"Brian Santiago",Sales,"Sales Executive",2023-05-23,1,2,Active,On-site,400797,Davistown,Somalia,Junior,"Low(below 5L)"
EMP0000575,"Alex Bailey",HR,"Talent Acquisition Specialist",2016-04-02,1,9,Active,Remote,1106573,Crystalstad,Eritrea,Senior,"Medium (5L-15L)"
EMP0000576,"Johnny Sanchez",Sales,"Sales Executive",2023-06-11,1,2,Active,On-site,551617,Anthonyton,Bahamas,Junior,"Medium (5L-15L)"
EMP0000577,"Heidi Williams",IT,"DevOps Engineer",2022-09-09,4,2,Active,On-site,1019194,"Lake Alicia",Azerbaijan,Junior,"Medium (5L-15L)"
EMP0000578,"Dr. Christopher Lewis",Operations,"Logistics Coordinator",2021-05-06,5,4,Resigned,On-site,541008,Johnchester,"British Indian Ocean Territory (Chagos Archipelago)",Mid_level,"Medium (5L-15L)"
EMP0000579,"Janet Barnes",Sales,"Sales Executive",2022-08-06,3,3,Active,Remote,750142,"North Tylerville","United Kingdom",Mid_level,"Medium (5L-15L)"
EMP0000580,"Teresa Munoz",Sales,"Sales Executive",2020-09-21,2,4,Active,On-site,596930,"East Samantha","United Arab Emirates",Mid_level,"Medium (5L-15L)"
EMP0000581,"Sandra White",Finance,Accountant,2017-03-20,1,8,Active,Remote,738310,"Port Shannonview",Uzbekistan,Senior,"Medium (5L-15L)"
EMP0000582,"Mr. Ryan Rivera",IT,CTO,2011-10-12,4,13,Active,On-site,407967,Jenniferside,Tonga,Senior,"Low(below 5L)"
EMP0000583,"Carl Smith",Finance,"Financial Analyst",2020-04-01,5,5,Active,On-site,1077551,"Port Lawrence","United Arab Emirates",Mid_level,"Medium (5L-15L)"
EMP0000584,"Matthew Evans",HR,"HR Executive",2013-01-14,3,12,Resigned,On-site,703259,"South Calebberg",Luxembourg,Senior,"Medium (5L-15L)"
EMP0000585,"Shelly Hardin",IT,"Data Analyst",2024-05-12,4,1,Active,Remote,743869,Garciashire,Togo,Junior,"Medium (5L-15L)"
EMP0000586,"Alejandro Butler",IT,"Data Analyst",2017-10-21,5,7,Active,Remote,989319,Jonesfort,"Turks and Caicos Islands",Mid_level,"Medium (5L-15L)"
EMP0000587,"Mrs. Andrea Morales",Marketing,"SEO Specialist",2020-10-23,3,4,Resigned,On-site,822740,"Lake Matthewside",Grenada,Mid_level,"Medium (5L-15L)"
EMP0000588,"Jason Torres",Operations,"Operations Executive",2015-02-07,2,10,Active,On-site,768333,Steinport,Togo,Senior,"Medium (5L-15L)"
EMP0000589,"Dawn Gonzalez",Sales,"Account Manager",2020-10-13,2,4,Resigned,Remote,772785,Danielburgh,"Equatorial Guinea",Mid_level,"Medium (5L-15L)"
EMP0000590,"Nancy Mathews",Operations,"Operations Executive",2023-05-11,1,2,Resigned,Remote,850613,Michaelstad,Myanmar,Junior,"Medium (5L-15L)"
EMP0000591,"Ashley Duncan",Sales,"Business Development Manager",2025-02-15,4,0,Terminated,On-site,791284,Whiteside,Uruguay,Junior,"Medium (5L-15L)"
EMP0000592,"Antonio Cox",IT,"Software Engineer",2023-01-26,3,2,Active,On-site,1247202,Longbury,Zambia,Junior,"Medium (5L-15L)"
EMP0000593,"Breanna Roberts",Sales,"Sales Executive",2022-07-06,3,3,Active,On-site,893909,"South Lisaland",Bahrain,Mid_level,"Medium (5L-15L)"
EMP0000594,"Bruce Duncan",Finance,"Financial Analyst",2017-06-23,2,8,Active,On-site,1342380,"West Cindy","Puerto Rico",Senior,"Medium (5L-15L)"
EMP0000595,"Robert Cochran",Sales,"Business Development Manager",2018-12-19,5,6,Active,Remote,726529,Annettetown,Guernsey,Mid_level,"Medium (5L-15L)"
EMP0000596,"Mark Warren",IT,"Software Engineer",2019-12-29,2,5,Active,Remote,704754,Hubbardmouth,Iraq,Mid_level,"Medium (5L-15L)"
EMP0000597,"Gerald Dean",Sales,"Sales Executive",2020-11-13,2,4,Active,On-site,510507,Gatesmouth,"Turks and Caicos Islands",Mid_level,"Medium (5L-15L)"
EMP0000598,"Michael Hurley",Sales,"Sales Executive",2020-09-15,2,4,Resigned,Remote,614502,Frazierstad,Vietnam,Mid_level,"Medium (5L-15L)"
EMP0000599,"Nathan Scott",Operations,"Operations Director",2020-09-02,5,4,Resigned,Remote,719138,Scottside,Guinea-Bissau,Mid_level,"Medium (5L-15L)"
EMP0000600,"Beth Holland",Sales,"Sales Executive",2019-11-01,3,5,Active,Remote,460578,Perezton,"New Caledonia",Mid_level,"Low(below 5L)"
EMP0000601,"Kimberly Clayton",Operations,"Operations Director",2024-10-16,5,0,Resigned,On-site,1147692,Hillshire,Philippines,Junior,"Medium (5L-15L)"
EMP0000602,"Melinda Howell",Operations,"Supply Chain Manager",2015-08-17,3,10,Active,On-site,592649,"East Edwardtown",Australia,Senior,"Medium (5L-15L)"
EMP0000603,"Kimberly Moore",IT,"IT Manager",2024-05-08,1,1,Terminated,On-site,1232473,Herreramouth,"North Macedonia",Junior,"Medium (5L-15L)"
EMP0000604,"David Martin",IT,"Software Engineer",2023-04-22,4,2,Active,On-site,1221324,Thomasstad,Tonga,Junior,"Medium (5L-15L)"
EMP0000605,"Lisa Cannon",IT,"Data Analyst",2022-06-07,4,3,Resigned,On-site,1093724,"South Charles","New Caledonia",Mid_level,"Medium (5L-15L)"
EMP0000606,"Jessica Hamilton",R&D,"Research Scientist",2016-09-07,1,8,Active,On-site,988288,Burnetttown,"New Zealand",Senior,"Medium (5L-15L)"
EMP0000607,"Emily Davis",Finance,Accountant,2011-08-14,5,14,Active,On-site,867689,"West Sarahhaven","Cook Islands",Senior,"Medium (5L-15L)"
EMP0000608,"Erin Walters",IT,"Software Engineer",2019-01-14,2,6,Resigned,On-site,1143615,Prestonberg,Somalia,Mid_level,"Medium (5L-15L)"
EMP0000609,"Sarah Sherman",IT,"Data Analyst",2020-09-20,5,4,Resigned,Remote,428911,Arroyostad,Algeria,Mid_level,"Low(below 5L)"
EMP0000610,"Cheryl Allen",IT,"Data Analyst",2021-02-13,4,4,Active,On-site,761600,"West Bobby",Martinique,Mid_level,"Medium (5L-15L)"
EMP0000611,"Austin Johnson",IT,"DevOps Engineer",2024-05-21,1,1,Resigned,On-site,982858,"North Ronald",Anguilla,Junior,"Medium (5L-15L)"
EMP0000612,"Matthew Rogers",HR,"HR Manager",2021-01-30,2,4,Active,Remote,1475965,"South Daniel","Palestinian Territory",Mid_level,"Medium (5L-15L)"
EMP0000613,"Cynthia Farrell",Finance,Accountant,2012-07-06,4,13,Resigned,On-site,761522,"South Brendashire",Chad,Senior,"Medium (5L-15L)"
EMP0000614,"George Rodriguez",Sales,"Account Manager",2015-10-29,1,9,Active,On-site,909171,"South Jeremiahland",Iran,Senior,"Medium (5L-15L)"
EMP0000615,"Kimberly Pittman",IT,"IT Manager",2016-12-04,1,8,Resigned,On-site,1995934,"West Richardview",Togo,Senior,"High (15L-25L"
EMP0000616,"Erica Bridges",R&D,"Lab Technician",2020-06-02,1,5,Active,Remote,822874,"South Crystalland","Kyrgyz Republic",Mid_level,"Medium (5L-15L)"
EMP0000617,"Stacey Ball",Operations,"Supply Chain Manager",2016-10-04,3,8,Resigned,On-site,1058292,"North Matthew",Greece,Senior,"Medium (5L-15L)"
EMP0000618,"Wayne May",Finance,Accountant,2019-03-15,1,6,Active,On-site,884243,Williamburgh,Slovenia,Mid_level,"Medium (5L-15L)"
EMP0000619,"George May",Finance,"Finance Manager",2016-12-28,4,8,Active,On-site,1641763,Kaylachester,Italy,Senior,"High (15L-25L"
EMP0000620,"Deborah Watson",Marketing,"Marketing Executive",2020-02-18,3,5,Active,On-site,435165,"South Kelly",Germany,Mid_level,"Low(below 5L)"
EMP0000621,"Jasmine Anderson",Finance,Accountant,2011-02-08,2,14,Active,On-site,485207,"South Jeffery",Myanmar,Senior,"Low(below 5L)"
EMP0000622,"Amber Johnson",IT,"Software Engineer",2019-09-14,1,5,Active,On-site,909727,"Port Timothyfort",Gambia,Mid_level,"Medium (5L-15L)"
EMP0000623,"Theodore Jacobs",HR,"HR Manager",2020-09-16,3,4,Active,On-site,1061889,"South Paulfort",Denmark,Mid_level,"Medium (5L-15L)"
EMP0000624,"Hannah Ross",R&D,"Research Scientist",2024-07-31,4,1,Active,Remote,1087545,Garnerborough,Niger,Junior,"Medium (5L-15L)"
EMP0000625,"Jennifer Norris",Finance,Accountant,2021-03-02,2,4,Active,Remote,626282,Kevinside,Turkmenistan,Mid_level,"Medium (5L-15L)"
EMP0000626,"Derek Moore",Sales,"Account Manager",2023-05-26,4,2,Terminated,On-site,844620,Jacquelineville,Nauru,Junior,"Medium (5L-15L)"
EMP0000627,"Melissa Villanueva",IT,"Data Analyst",2024-01-22,3,1,Active,On-site,893554,Olivermouth,"Hong Kong",Junior,"Medium (5L-15L)"
EMP0000628,"Juan Moore",IT,"Software Engineer",2019-09-09,4,5,Terminated,On-site,1773765,Shannonside,Ethiopia,Mid_level,"High (15L-25L"
EMP0000629,"Nathaniel Smith",IT,"Software Engineer",2023-11-21,2,1,Active,Remote,1609136,"New Heatherborough",Iraq,Junior,"High (15L-25L"
EMP0000630,"Jeremy Henderson",Sales,"Sales Executive",2016-02-27,4,9,Active,On-site,821750,Jaytown,Romania,Senior,"Medium (5L-15L)"
EMP0000631,"Tommy Hood",IT,"Software Engineer",2019-05-09,3,6,Active,On-site,826957,"East Anthonyview",Peru,Mid_level,"Medium (5L-15L)"
EMP0000632,"Patricia Charles",IT,"Data Analyst",2017-06-21,4,8,Active,Remote,896123,"New Robert",Nepal,Senior,"Medium (5L-15L)"
EMP0000633,"Jason Gilbert",Marketing,"Marketing Executive",2020-12-28,2,4,Active,Remote,407465,"West Randallmouth",Reunion,Mid_level,"Low(below 5L)"
EMP0000634,"Valerie Smith",IT,"Software Engineer",2017-01-30,5,8,Active,Remote,943414,"North Robert",Nicaragua,Senior,"Medium (5L-15L)"
EMP0000635,"Paige Hernandez",Finance,Accountant,2021-03-03,1,4,Active,Remote,811877,Melissachester,"South Africa",Mid_level,"Medium (5L-15L)"
EMP0000636,"Jeffrey Smith",Sales,"Sales Executive",2021-01-10,5,4,Resigned,Remote,457067,Lambborough,Australia,Mid_level,"Low(below 5L)"
EMP0000637,"Sarah Strong",IT,"DevOps Engineer",2021-02-02,3,4,Active,Remote,513742,"South Brittany","Saint Lucia",Mid_level,"Medium (5L-15L)"
EMP0000638,"Tammy Marquez",Sales,"Sales Executive",2021-03-12,5,4,Active,On-site,456596,Munozport,"New Zealand",Mid_level,"Low(below 5L)"
EMP0000639,"Gregg Villegas",Marketing,"Content Strategist",2021-05-07,3,4,Resigned,On-site,588073,"South Michaeltown","New Caledonia",Mid_level,"Medium (5L-15L)"
EMP0000640,"Derrick Richards",Sales,"Sales Executive",2011-06-15,4,14,Active,On-site,807858,Walterchester,"Norfolk Island",Senior,"Medium (5L-15L)"
EMP0000641,"Rebecca Mcknight",Finance,"Financial Analyst",2023-10-23,5,1,Active,On-site,1335176,"West Kristinaport",Malawi,Junior,"Medium (5L-15L)"
EMP0000642,"Derek Garcia",IT,CTO,2020-01-26,5,5,Active,On-site,1144549,"North Josephton","American Samoa",Mid_level,"Medium (5L-15L)"
EMP0000643,"Wayne David",R&D,"Product Developer",2022-01-15,4,3,Active,Remote,405228,"East Michellebury","Saint Lucia",Mid_level,"Low(below 5L)"
EMP0000644,"Claudia Booth",IT,"DevOps Engineer",2022-05-10,4,3,Resigned,On-site,644220,Raymondmouth,Azerbaijan,Mid_level,"Medium (5L-15L)"
EMP0000645,"Mary Morales",Operations,"Logistics Coordinator",2021-09-02,1,3,Active,On-site,650484,Johnfort,Namibia,Mid_level,"Medium (5L-15L)"
EMP0000646,"Tara Ponce",Operations,"Supply Chain Manager",2018-08-08,3,7,Active,On-site,553752,Margaretville,Botswana,Mid_level,"Medium (5L-15L)"
EMP0000647,"Cheryl Glenn",HR,"HR Director",2024-11-22,3,0,Resigned,Remote,407237,"East Kimberly",Tuvalu,Junior,"Low(below 5L)"
EMP0000648,"Kevin Little",Marketing,"Marketing Executive",2021-05-20,1,4,Resigned,On-site,905352,"West Samuelport",Latvia,Mid_level,"Medium (5L-15L)"
EMP0000649,"Jean Chan",HR,"HR Executive",2019-01-21,3,6,Active,Remote,725661,Scottburgh,Korea,Mid_level,"Medium (5L-15L)"
EMP0000650,"Stacey Mckay",Sales,"Sales Executive",2017-02-12,1,8,Active,On-site,610469,Maysborough,"New Caledonia",Senior,"Medium (5L-15L)"
EMP0000651,"Gary Moore",Sales,"Sales Executive",2016-03-11,5,9,Active,On-site,895944,"North Anna",Congo,Senior,"Medium (5L-15L)"
EMP0000652,"Julia Davis",R&D,"Research Scientist",2019-04-02,3,6,Retired,On-site,760575,Kennedychester,Belize,Mid_level,"Medium (5L-15L)"
EMP0000653,"Robert Terry",Sales,"Account Manager",2021-02-06,2,4,Active,Remote,703019,Evanstown,"Faroe Islands",Mid_level,"Medium (5L-15L)"
EMP0000654,"Sean Caldwell",IT,"Software Engineer",2016-11-27,5,8,Resigned,On-site,885536,"Port Anthony","Holy See (Vatican City State)",Senior,"Medium (5L-15L)"
EMP0000655,"Kristy Hull",R&D,"Product Developer",2015-05-03,3,10,Active,Remote,687174,"West Christopherchester",Italy,Senior,"Medium (5L-15L)"
EMP0000656,"Andrea Davis",Operations,"Operations Executive",2020-06-06,3,5,Active,On-site,522618,"Lake David","Northern Mariana Islands",Mid_level,"Medium (5L-15L)"
EMP0000657,"John Wood",Sales,"Account Manager",2022-08-23,5,2,Active,On-site,971208,Angelaberg,Ukraine,Junior,"Medium (5L-15L)"
EMP0000658,"Michelle Bates",Finance,"Finance Manager",2022-03-28,5,3,Active,On-site,1118052,"West Brian",Andorra,Mid_level,"Medium (5L-15L)"
EMP0000659,"Lauren Noble",Finance,"Finance Manager",2016-05-22,3,9,Active,Remote,1862956,Ronniechester,Zambia,Senior,"High (15L-25L"
EMP0000660,"Jillian Lawson",HR,"HR Executive",2016-03-02,2,9,Resigned,Remote,473632,Yangmouth,"El Salvador",Senior,"Low(below 5L)"
EMP0000661,"Molly Ford",R&D,"Research Scientist",2017-09-11,5,7,Active,On-site,1182334,"West George",Belize,Mid_level,"Medium (5L-15L)"
EMP0000662,"Barbara Medina",HR,"HR Manager",2020-07-28,2,5,Active,Remote,1357330,"East Alex",Turkey,Mid_level,"Medium (5L-15L)"
EMP0000663,"Gregory Bradley Jr.",IT,"Software Engineer",2022-03-16,1,3,Active,On-site,1055056,"Lake Jessicafort","United States Minor Outlying Islands",Mid_level,"Medium (5L-15L)"
EMP0000664,"Kelsey Pearson",Sales,"Sales Executive",2019-04-30,4,6,Resigned,On-site,619010,"West Kimberly",Timor-Leste,Mid_level,"Medium (5L-15L)"
EMP0000665,"Larry Blair",R&D,"Research Scientist",2012-10-30,1,12,Active,On-site,1017328,Stephenborough,Jersey,Senior,"Medium (5L-15L)"
EMP0000666,"Amanda Williams",Sales,"Sales Director",2016-05-29,1,9,Active,On-site,643875,"West Davidport",Congo,Senior,"Medium (5L-15L)"
EMP0000667,"Heather Cervantes",HR,"Talent Acquisition Specialist",2025-02-18,3,0,Active,On-site,606598,Jacksonberg,Cambodia,Junior,"Medium (5L-15L)"
EMP0000668,"Andrea Murphy",HR,"HR Executive",2023-09-11,2,1,Active,Remote,736813,Stevenberg,Nepal,Junior,"Medium (5L-15L)"
EMP0000669,"John Kim",Finance,"Financial Analyst",2022-05-19,2,3,Resigned,On-site,1423208,Brooksmouth,Aruba,Mid_level,"Medium (5L-15L)"
EMP0000670,"Derek Pitts",Operations,"Supply Chain Manager",2014-03-16,1,11,Active,On-site,1154867,"East Mark",Greenland,Senior,"Medium (5L-15L)"
EMP0000671,"Mark Sparks",IT,"Software Engineer",2021-06-25,3,4,Active,On-site,1349244,Brownport,Netherlands,Mid_level,"Medium (5L-15L)"
EMP0000672,"Kevin Carter",IT,"DevOps Engineer",2015-08-14,1,10,Active,On-site,487693,Clarkview,Qatar,Senior,"Low(below 5L)"
EMP0000673,"Shane Sullivan",IT,"Software Engineer",2025-03-30,2,0,Active,On-site,1439092,Kimview,Ethiopia,Junior,"Medium (5L-15L)"
EMP0000674,"Kaylee Johnson",Finance,"Financial Analyst",2019-11-08,5,5,Active,Remote,1244661,Sophiaborough,Greece,Mid_level,"Medium (5L-15L)"
EMP0000675,"Christopher Hopkins",HR,"HR Manager",2019-07-27,4,6,Active,On-site,1338850,"North Daniellestad",Albania,Mid_level,"Medium (5L-15L)"
EMP0000676,"Thomas Rodriguez",Operations,"Operations Executive",2023-10-21,4,1,Retired,On-site,911713,Tanyamouth,Estonia,Junior,"Medium (5L-15L)"
EMP0000677,"Renee Gordon",Sales,"Sales Executive",2011-02-17,2,14,Active,Remote,794310,"North Johnfurt","Saint Helena",Senior,"Medium (5L-15L)"
EMP0000678,"Andrew Smith",Sales,"Account Manager",2011-12-02,5,13,Active,On-site,408229,"North Michele",Belarus,Senior,"Low(below 5L)"
